회사명,거래소코드,회계년도,매출액(IFRS연결),매출채권(IFRS연결),재고자산(IFRS연결),매출액(IFRS개별),매출채권(IFRS개별),재고자산(IFRS개별)
(주)덴티스,261200,Dec-17,,,,,,
(주)덴티스,261200,Dec-18,,,,,,
(주)덴티스,261200,Dec-19,,,,,,
(주)덴티움,145720,Dec-17,150645644,61629594,34906151,122526473,91022088,26007435
(주)덴티움,145720,Dec-18,186316234,103875388,46393763,145739045,128469158,34104754
(주)덴티움,145720,Dec-19,252587273,133195086,66743718,207592934,176977559,44557290
(주)도화엔지니어링,2150,Dec-11,,,,282096884,22608218,0
(주)도화엔지니어링,2150,Dec-12,,,,282716150,19281230,0
(주)도화엔지니어링,2150,Dec-13,,,,270205936,14229794,0
(주)도화엔지니어링,2150,Dec-14,,,,229647463,17044138,0
(주)도화엔지니어링,2150,Dec-15,,,,275048204,22390152,0
(주)도화엔지니어링,2150,Dec-16,,,,324737933,11029337,0
(주)도화엔지니어링,2150,Dec-17,398950053,16824251,0,398213957,16788969,0
(주)도화엔지니어링,2150,Dec-18,402472582,31796852,0,401239892,31434265,0
(주)도화엔지니어링,2150,Dec-19,516127676,15297107,0,514884271,15260546,0
(주)동구바이오제약,6620,Dec-18,,,,104837387,24094344,14930654
(주)동구바이오제약,6620,Dec-19,,,,125235187,22566240,17598619
(주)동국알앤에스,75970,Dec-11,154053142,33482224,42991177,148238581,31449527,32702177
(주)동국알앤에스,75970,Dec-12,129926945,29096981,27363052,122220583,29727665,18652956
(주)동국알앤에스,75970,Dec-13,117332476,30139789,27328566,108707901,27533409,18752174
(주)동국알앤에스,75970,Dec-14,110150597,23557818,27841155,102228141,21586703,20251360
(주)동국알앤에스,75970,Dec-15,98898658,25446590,24483718,76183392,22393949,17365583
(주)동국알앤에스,75970,Dec-16,94528209,27731288,20915263,67042606,23846208,14530621
(주)동국알앤에스,75970,Dec-17,95193818,27396476,28993382,68756029,24344453,19164289
(주)동국알앤에스,75970,Dec-18,101618391,28671736,24489475,76379761,25181812,15305175
(주)동국알앤에스,75970,Dec-19,101828656,27813883,24832045,71822024,24020755,16403766
(주)동국에스엔씨,100130,Dec-11,116891942,21062928,49679236,115568473,21062928,49679236
(주)동국에스엔씨,100130,Dec-12,139563701,9518350,24338071,138418428,9518350,24338071
(주)동국에스엔씨,100130,Dec-13,140907254,20484793,56840999,139810707,20484793,56840999
(주)동국에스엔씨,100130,Dec-14,203075322,21338113,35478235,202243552,21338113,35478235
(주)동국에스엔씨,100130,Dec-15,211285538,43874089,70488361,210568798,22661717,41946517
(주)동국에스엔씨,100130,Dec-16,383878885,57837474,87325320,207195857,31444588,48837727
(주)동국에스엔씨,100130,Dec-17,367922824,29287758,71713682,172792712,6722233,32944012
(주)동국에스엔씨,100130,Dec-18,363113418,58184227,73568257,165727686,34732718,38313836
(주)동국에스엔씨,100130,Dec-19,317847252,61699796,80674709,174461880,43319409,54118408
(주)동남합성,23450,Dec-11,,,,59784516,15612009,7338774
(주)동남합성,23450,Dec-12,,,,61964194,13841105,5965283
(주)동남합성,23450,Dec-13,,,,60564486,13598464,7566002
(주)동남합성,23450,Dec-14,,,,76119599,13345156,7539952
(주)동남합성,23450,Dec-15,,,,76498187,14108317,7449848
(주)동남합성,23450,Dec-16,,,,104228395,20960320,9162021
(주)동남합성,23450,Dec-17,,,,137438595,19780898,10402030
(주)동남합성,23450,Dec-18,,,,139266809,12545090,11048618
(주)동남합성,23450,Dec-19,,,,126057340,14921343,8894352
(주)동방,4140,Dec-11,585508996,96254914,39677594,472871652,80137933,7719533
(주)동방,4140,Dec-12,619415412,102609679,51169337,485103227,77034106,6487838
(주)동방,4140,Dec-13,635368921,98353740,48160586,497411189,78756150,5605928
(주)동방,4140,Dec-14,633716236,99802613,50598483,508700373,80874528,5682433
(주)동방,4140,Dec-15,629844689,95091949,39288991,522629368,74870055,3038030
(주)동방,4140,Dec-16,575084778,88641565,33374880,468813154,68367856,3792788
(주)동방,4140,Dec-17,506138372,75841670,15433050,413905870,62086419,3711939
(주)동방,4140,Dec-18,526437269,87031291,6245931,474418754,81888673,4236625
(주)동방,4140,Dec-19,633047832,99468957,6524414,577078497,92271202,4935234
(주)동방선기,99410,Dec-11,55491589,23743298,8827187,36527616,10216682,3927742
(주)동방선기,99410,Dec-12,38614066,18134952,5984326,28754075,11327435,2888627
(주)동방선기,99410,Dec-13,24243352,15125881,5207507,22347216,6687278,2893121
(주)동방선기,99410,Dec-14,35538546,20485378,4664242,25955520,8768226,3101449
(주)동방선기,99410,Dec-15,45092509,17810453,3832366,33449173,7521508,2529658
(주)동방선기,99410,Dec-16,29202617,16748924,3950686,29215663,8573096,2803278
(주)동방선기,99410,Dec-17,,,,19302291,6410856,2160180
(주)동방선기,99410,Dec-18,,,,17058634,3972403,2537598
(주)동방선기,99410,Dec-19,,,,23630293,5995873,3147877
(주)동방아그로,7590,Dec-11,104135497,9719304,56263076,104135497,9719073,56360024
(주)동방아그로,7590,Dec-12,105441229,10574359,61446535,105441229,10574128,61521252
(주)동방아그로,7590,Dec-13,109239930,9925793,53814088,109239930,9925562,53891807
(주)동방아그로,7590,Dec-14,114629208,14337703,52670390,114629208,14337473,52717950
(주)동방아그로,7590,Dec-15,115830676,16820714,60289235,115830676,16820484,60373788
(주)동방아그로,7590,Dec-16,115846147,16591346,62792511,115846147,16591116,62852687
(주)동방아그로,7590,Dec-17,120248595,15444221,71327691,119813342,15443990,71430601
(주)동방아그로,7590,Dec-18,121108495,16895973,63751910,120665547,16894951,63568205
(주)동방아그로,7590,Dec-19,124644780,20210848,69402543,124071228,20198885,69343693
(주)동서,26960,Dec-16,513790349,54945261,35294123,466716608,52109007,35084181
(주)동서,26960,Dec-17,559080361,52720340,42527804,503282371,48488993,40885511
(주)동서,26960,Dec-18,563524574,50553383,42577097,495108546,46238756,40930616
(주)동서,26960,Dec-19,502235935,48317351,32354662,441898585,43072638,30433439
(주)동성케미컬,102260,Dec-11,582112775,93932379,59591582,12065936,2573338,0
(주)동성케미컬,102260,Dec-12,654021296,112903398,125604901,11085455,4608097,0
(주)동성케미컬,102260,Dec-13,823409697,140555037,107827768,14488242,4623080,0
(주)동성케미컬,102260,Dec-14,905441155,165624306,108681599,16377022,1909767,0
(주)동성케미컬,102260,Dec-15,871224899,147533814,116363952,128809331,37409206,16515847
(주)동성케미컬,102260,Dec-16,852912858,157678351,113750633,239571735,40572550,19563025
(주)동성케미컬,102260,Dec-17,827336387,142795897,82916851,306417726,57927923,23435087
(주)동성케미컬,102260,Dec-18,813073125,129624469,99347893,325020893,55255431,22139613
(주)동성케미컬,102260,Dec-19,849786144,121708878,132544017,277935691,38625830,21106453
(주)동성화인텍,33500,Dec-11,,,,177618063,36764392,25657791
(주)동성화인텍,33500,Dec-12,,,,239381785,55556163,89218052
(주)동성화인텍,33500,Dec-13,,,,409450161,75154844,73568218
(주)동성화인텍,33500,Dec-14,,,,420798887,59014018,67914968
(주)동성화인텍,33500,Dec-15,347135317,52422875,71120693,345919256,52573607,71120693
(주)동성화인텍,33500,Dec-16,335005289,63455473,59748892,332654028,63509233,59748892
(주)동성화인텍,33500,Dec-17,230970494,30551277,29070381,212626849,29445477,28832345
(주)동성화인텍,33500,Dec-18,188129063,22978203,44752419,185329974,23224002,43402583
(주)동성화인텍,33500,Dec-19,253271782,36104023,77634122,238406562,27689828,76204931
(주)동아엘텍,88130,Dec-11,64235041,14950306,1205981,30831019,7273325,440498
(주)동아엘텍,88130,Dec-12,67364061,17977534,575409,26662109,9501638,441595
(주)동아엘텍,88130,Dec-13,91172444,23247256,1154141,52669831,15636839,1030683
(주)동아엘텍,88130,Dec-14,119044673,30917643,1626481,72914338,22239414,1251092
(주)동아엘텍,88130,Dec-15,119717924,19572297,2043976,90855338,15492900,1515929
(주)동아엘텍,88130,Dec-16,216159935,48035480,2975853,73871347,21277226,1444804
(주)동아엘텍,88130,Dec-17,250506618,37360057,4348615,124693976,25755018,3324867
(주)동아엘텍,88130,Dec-18,253511129,67594558,32901556,131466999,59131441,15084902
(주)동아엘텍,88130,Dec-19,202944664,28179596,15729960,112102348,16518720,3603964
(주)동아지질,28100,Dec-11,253840382,21893572,1652811,251872404,21893572,1499738
(주)동아지질,28100,Dec-12,283352820,3140450,1579932,277031753,3140450,1412324
(주)동아지질,28100,Dec-13,329945352,5368580,3530258,322551672,5368580,3096742
(주)동아지질,28100,Dec-14,305653861,1550263,3393369,287905356,1550263,3039742
(주)동아지질,28100,Dec-15,296676999,2920349,4577256,292756183,2920349,3410091
(주)동아지질,28100,Dec-16,323174632,1051112,2882500,322518697,1051112,2776125
(주)동아지질,28100,Dec-17,339724245,0,3654350,339724245,0,3554373
(주)동아지질,28100,Dec-18,360734225,0,1890053,360734225,0,1890053
(주)동아지질,28100,Dec-19,380903410,861300,4189306,380903410,861300,4189306
(주)동양,1520,Dec-11,1491867213,546371000,205764283,877037698,400051000,106155566
(주)동양,1520,Dec-12,1709382603,487855000,212839730,1050903621,376805352,109558513
(주)동양,1520,Dec-13,567649867,269699000,52315677,523539904,253774000,42786834
(주)동양,1520,Dec-14,381219825,270150000,50562611,299405735,226983000,38054106
(주)동양,1520,Dec-15,392665079,227931000,54174944,339748919,179080000,41908134
(주)동양,1520,Dec-16,439901519,227985262,51178396,372771548,175965016,38669390
(주)동양,1520,Dec-17,483087800,236438676,66385318,422674664,190251075,48785316
(주)동양,1520,Dec-18,529745193,221586000,78146298,359248327,143442648,18802504
(주)동양,1520,Dec-19,539085144,216453656,77247474,384092832,148522851,19609001
(주)동양고속,84670,Dec-11,203129076,2560249,3089800,113116958,940182,452204
(주)동양고속,84670,Dec-12,115450487,605206,481570,115450487,605206,481570
(주)동양고속,84670,Dec-13,127101782,793821,447175,127071001,790762,447175
(주)동양고속,84670,Dec-14,136283088,855547,1352780,136275429,854817,409084
(주)동양고속,84670,Dec-15,135760744,1781673,10470986,135721358,1776715,9910532
(주)동양고속,84670,Dec-16,155526430,2143680,9883904,155461647,2133240,9306518
(주)동양고속,84670,Dec-17,141870839,2610536,2109027,141801103,2601770,1377057
(주)동양고속,84670,Dec-18,132272993,2499187,1283502,132213672,2497056,661011
(주)동양고속,84670,Dec-19,140473417,2965749,710861,140415225,2963626,710861
(주)동양에스텍,60380,Dec-11,216818796,73519992,24496346,207403841,70506740,24496346
(주)동양에스텍,60380,Dec-12,205473230,69891433,16366555,198323297,67456404,16366555
(주)동양에스텍,60380,Dec-13,224278761,55258193,20051536,215558879,52362306,20051536
(주)동양에스텍,60380,Dec-14,174225548,49968574,15885056,164832138,46753664,15885056
(주)동양에스텍,60380,Dec-15,133784506,43643464,9696286,123896334,40572128,9693009
(주)동양에스텍,60380,Dec-16,151970509,46254243,14179762,134441550,43041251,10730196
(주)동양에스텍,60380,Dec-17,186236108,43465167,21312773,159869610,38551952,17407191
(주)동양에스텍,60380,Dec-18,189075199,42784175,31204500,160309679,37637522,27166291
(주)동양에스텍,60380,Dec-19,212129297,44314948,29781926,159756378,33678874,25134219
(주)동우팜투테이블,88910,Dec-11,,,,218666059,11397485,4104928
(주)동우팜투테이블,88910,Dec-12,,,,214253245,12114275,6872974
(주)동우팜투테이블,88910,Dec-13,,,,251708531,14723972,1543945
(주)동우팜투테이블,88910,Dec-14,,,,219796482,22481542,2335463
(주)동우팜투테이블,88910,Dec-15,,,,239667925,25503292,6404297
(주)동우팜투테이블,88910,Dec-16,,,,235752895,19806119,3606082
(주)동우팜투테이블,88910,Dec-17,,,,230843688,16057339,2661697
(주)동우팜투테이블,88910,Dec-18,,,,250159235,15763813,2524420
(주)동우팜투테이블,88910,Dec-19,270567996,17376700,4958010,270567996,17367465,4958010
(주)동운아나텍,94170,Dec-15,,,,56872562,9150459,8991068
(주)동운아나텍,94170,Dec-16,,,,54673627,10468141,10008933
(주)동운아나텍,94170,Dec-17,,,,54989112,11422174,8851660
(주)동운아나텍,94170,Dec-18,,,,46698555,9568745,9508678
(주)동운아나텍,94170,Dec-19,,,,54763967,12120582,15984788
(주)동원개발,13120,Dec-11,,,,216368374,12679813,223598773
(주)동원개발,13120,Dec-12,,,,384862497,66811392,230208906
(주)동원개발,13120,Dec-13,,,,318263153,22332493,327426123
(주)동원개발,13120,Dec-14,,,,340086893,27271109,278595352
(주)동원개발,13120,Dec-15,,,,514966840,116515538,287084253
(주)동원개발,13120,Dec-16,,,,534393481,239939663,198420261
(주)동원개발,13120,Dec-17,,,,563013434,169202549,126450142
(주)동원개발,13120,Dec-18,,,,607890976,223158389,172167949
(주)동원개발,13120,Dec-19,,,,642628503,164208082,109572252
(주)동원에프앤비,49770,Dec-11,1563244948,160611732,303537718,1099094841,101503276,219677200
(주)동원에프앤비,49770,Dec-12,1662832442,153308165,282690637,1191223606,97006567,214469632
(주)동원에프앤비,49770,Dec-13,1688630676,155537766,236586781,1246608861,103731765,184835046
(주)동원에프앤비,49770,Dec-14,1794888216,165064160,229824181,1338173676,112530496,188661504
(주)동원에프앤비,49770,Dec-15,1931040796,160806020,257269405,1374936673,107391939,206332782
(주)동원에프앤비,49770,Dec-16,2241255930,205968421,288084258,1464991510,142843579,220251267
(주)동원에프앤비,49770,Dec-17,2552621332,237842586,303940179,1569204857,155663639,240939967
(주)동원에프앤비,49770,Dec-18,2802526253,236112051,349421248,1632631810,151082966,247442305
(주)동원에프앤비,49770,Dec-19,3030257743,263594130,355915350,1709299492,167042082,255703383
(주)동일기연,32960,Dec-11,45546692,5247247,10021800,45546506,5244239,9792140
(주)동일기연,32960,Dec-12,35460962,4127056,8633949,35454832,4124590,8400980
(주)동일기연,32960,Dec-13,32037652,4155070,7809164,32032327,4152604,7544173
(주)동일기연,32960,Dec-14,33098686,3844444,8481853,33105836,3841978,8057599
(주)동일기연,32960,Dec-15,28501761,3698059,9120542,28498716,3695593,8654761
(주)동일기연,32960,Dec-16,28280102,3579238,9369462,28273584,3576772,8993220
(주)동일기연,32960,Dec-17,34429354,4333525,10301817,34242984,4360321,10042952
(주)동일기연,32960,Dec-18,26930368,3851776,9913252,26438736,3915563,9599505
(주)동일기연,32960,Dec-19,28951585,3433298,10879464,28889519,3436862,10503447
(주)동진쎄미켐,5290,Dec-11,457421768,87850442,71576804,441224831,83196055,54837765
(주)동진쎄미켐,5290,Dec-12,571228239,115403368,52507668,527305208,97997375,47468764
(주)동진쎄미켐,5290,Dec-13,654432237,108235144,52518124,551737988,93729075,42108535
(주)동진쎄미켐,5290,Dec-14,669575438,121610681,63073750,558433460,109906721,50613572
(주)동진쎄미켐,5290,Dec-15,709287907,125228704,65944006,587393292,96342654,51066733
(주)동진쎄미켐,5290,Dec-16,764955941,124287786,64402728,642548080,107923468,47216683
(주)동진쎄미켐,5290,Dec-17,785154565,123788313,70232164,631272541,84730113,50624816
(주)동진쎄미켐,5290,Dec-18,827231162,143400125,90567463,632154575,103201821,67236258
(주)동진쎄미켐,5290,Dec-19,875254175,140964008,87571527,652641480,94002387,63297735
(주)두산,150,Dec-11,4033312612,732300000,424366479,1930096327,379706000,125967189
(주)두산,150,Dec-12,3833824003,516146548,391128283,1841080714,295730099,100643091
(주)두산,150,Dec-13,21936534160,4533920190,2591618312,1652024598,291006820,158120687
(주)두산,150,Dec-14,20468238468,4325055569,2849179548,1995372674,312538642,187628891
(주)두산,150,Dec-15,18960372476,4666422313,2752318041,1873556346,286271469,152350619
(주)두산,150,Dec-16,16410692546,3931187773,2145767372,2067135545,300486552,214902215
(주)두산,150,Dec-17,17585204592,3699785949,2351625600,2624828847,399050503,382946843
(주)두산,150,Dec-18,18172166697,3849019529,2608021732,2919400699,434622646,460824972
(주)두산,150,Dec-19,18535738102,3778474218,2681748261,2060705340,391886280,237129085
(주)두산테스나,131970,Dec-13,,,,67808309,5466441,0
(주)두산테스나,131970,Dec-14,,,,47834146,3287195,0
(주)두산테스나,131970,Dec-15,,,,33822200,2819687,0
(주)두산테스나,131970,Dec-16,,,,30280048,2773078,0
(주)두산테스나,131970,Dec-17,,,,47188713,4802890,0
(주)두산테스나,131970,Dec-18,,,,65267823,5644367,0
(주)두산테스나,131970,Dec-19,,,,96831033,9210877,0
(주)두올,16740,Dec-16,295927529,73193538,31628900,172629125,38106013,22844720
(주)두올,16740,Dec-17,345047915,89758027,47992250,184816954,29653822,18692534
(주)두올,16740,Dec-18,483134075,94429740,46853693,209597012,33223371,19630348
(주)두올,16740,Dec-19,465931135,90507420,54702127,204754869,30398176,22969016
(주)듀오백,73190,Dec-11,43295809,3819838,2946303,40860122,3286177,2927617
(주)듀오백,73190,Dec-12,38673329,2972439,2035251,36069601,2745680,2029861
(주)듀오백,73190,Dec-13,40419100,3893446,4912043,37332774,3626315,4912043
(주)듀오백,73190,Dec-14,41712497,3974591,3464555,38932506,3649215,3464555
(주)듀오백,73190,Dec-15,34845024,5283534,3364052,34127486,5265701,3364052
