구분,코드,산업명,2011 ,2012 ,2013 ,2014 ,2015 ,2016 ,2017 ,2018 ,2019 
엔시트론(주),101400,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",71.04 ,75.34 ,84.68 ,87.82 ,88.54 ,78.19 ,86.56 ,87.67 ,91.32 
엔에이치엔(주),181710,  출판업,#DIV/0!,#DIV/0!,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
엔에이치엔한국사이버결제(주),060250,  정보서비스업,85.09 ,86.39 ,83.70 ,83.58 ,84.39 ,88.08 ,86.88 ,88.12 ,85.77 
엔피씨(주),004250,  고무 및 플라스틱제품 제조업,84.02 ,84.46 ,85.71 ,85.71 ,84.01 ,84.24 ,84.94 ,86.34 ,85.41 
엘브이엠씨홀딩스(주),900140,  전문 서비스업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!
엘비세미콘(주),061970,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",84.33 ,79.58 ,92.12 ,96.01 ,84.84 ,82.46 ,84.97 ,83.11 ,77.60 
엘아이지넥스원(주),079550,  금속가공제품 제조업; 기계 및 가구 제외,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,88.24 ,89.50 ,91.85 ,90.43 ,90.51 
엘에스전선아시아(주),229640,  사업지원 서비스업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
엘지디스플레이(주),034220,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",97.92 ,91.81 ,89.36 ,88.09 ,88.37 ,89.06 ,84.87 ,91.36 ,96.20 
엘지전자(주),066570,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",82.05 ,78.61 ,80.66 ,80.35 ,80.12 ,79.18 ,79.27 ,78.76 ,77.48 
엘컴텍(주),037950,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",96.46 ,108.91 ,131.25 ,80.64 ,75.04 ,76.46 ,75.41 ,79.25 ,74.13 
엘티씨(주),170920,  화학물질 및 화학제품 제조업; 의약품 제외,#DIV/0!,#DIV/0!,70.34 ,74.22 ,72.18 ,81.69 ,77.13 ,80.32 ,75.02 
엠에프엠코리아(주),323230,  기타금융업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!
엠케이전자(주),033160,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",96.42 ,95.75 ,95.42 ,94.27 ,94.03 ,94.57 ,95.42 ,95.89 ,96.37 
영보화학(주),014440,  고무 및 플라스틱제품 제조업,78.86 ,78.99 ,78.81 ,80.08 ,75.02 ,76.24 ,80.26 ,80.66 ,77.23 
영신금속공업(주),007530,  금속가공제품 제조업; 기계 및 가구 제외,86.40 ,86.10 ,82.17 ,82.11 ,79.16 ,79.43 ,82.50 ,78.69 ,82.44 
영진약품(주),003520,  의료용 물질 및 의약품 제조업,60.11 ,64.86 ,63.60 ,63.49 ,61.92 ,63.11 ,64.70 ,67.04 ,63.82 
영풍정밀(주),036560,  기타 기계 및 장비 제조업,74.83 ,79.76 ,80.19 ,76.43 ,76.26 ,76.27 ,72.07 ,70.13 ,70.59 
영풍제지(주),006740,"  펄프, 종이 및 종이제품 제조업",90.48 ,77.86 ,84.85 ,87.84 ,90.53 ,89.48 ,89.14 ,76.05 ,80.62 
영화금속(주),012280,  자동차 및 트레일러 제조업,89.33 ,87.96 ,89.95 ,87.75 ,83.76 ,85.39 ,89.39 ,93.23 ,92.42 
영화테크(주),265560,  자동차 및 트레일러 제조업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!,77.09 ,80.64 ,87.41 
예스이십사(주),053280,  소매업; 자동차 제외,79.16 ,78.54 ,79.15 ,78.86 ,73.99 ,74.49 ,73.54 ,80.57 ,78.64 
오가닉티코스메틱스홀딩스컴퍼니리미티드,900300,  전문 서비스업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!
오로라월드(주),039830,"  기타 전문, 과학 및 기술 서비스업",71.67 ,73.65 ,74.88 ,74.10 ,73.15 ,75.00 ,73.75 ,75.39 ,72.59 
오상자이엘(주),053980,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",87.03 ,87.06 ,87.34 ,86.22 ,87.05 ,88.82 ,87.59 ,89.86 ,92.14 
오성첨단소재(주),052420,  기타 기계 및 장비 제조업,94.39 ,122.35 ,106.96 ,109.48 ,85.29 ,87.49 ,82.38 ,87.15 ,87.53 
오션브릿지(주),241790,  화학물질 및 화학제품 제조업; 의약품 제외,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,73.22 ,71.88 ,74.14 ,73.00 
오스템임플란트(주),048260,"  의료, 정밀, 광학기기 및 시계 제조업",48.60 ,47.85 ,48.57 ,50.39 ,49.60 ,49.17 ,50.86 ,52.84 ,53.18 
올리패스(주),244460,  의료용 물질 및 의약품 제조업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!,#DIV/0!,0.00 ,63.78 
올릭스(주),226950,  연구개발업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!,#DIV/0!,0.00 ,0.00 
옴니시스템(주),057540,"  의료, 정밀, 광학기기 및 시계 제조업",79.20 ,68.97 ,72.50 ,76.01 ,73.82 ,77.94 ,84.83 ,81.68 ,81.95 
옵티시스(주),109080,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",50.17 ,49.39 ,56.46 ,58.81 ,59.12 ,58.74 ,60.74 ,60.04 ,62.48 
와이더블유(주),051390,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",82.39 ,91.90 ,80.06 ,82.03 ,67.92 ,75.79 ,70.23 ,73.52 ,60.98 
와이아이케이(주),232140,  기타금융업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!,78.42 ,78.30 ,64.45 
와이엠씨(주),155650,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",#DIV/0!,68.85 ,72.56 ,81.27 ,80.64 ,86.02 ,82.13 ,87.81 ,97.33 
와이엠티(주),251370,  화학물질 및 화학제품 제조업; 의약품 제외,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!,69.46 ,70.60 ,74.54 
와토스코리아(주),079000,  고무 및 플라스틱제품 제조업,61.25 ,62.48 ,66.87 ,61.45 ,59.95 ,64.25 ,64.61 ,66.94 ,69.28 
우리바이오(주),082850,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",92.44 ,88.57 ,86.94 ,102.88 ,85.48 ,103.96 ,110.24 ,85.05 ,77.98 
우리산업(주),215360,  자동차 및 트레일러 제조업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,85.60 ,85.28 ,85.36 ,87.75 ,87.89 
우리산업홀딩스(주),072470,  자동차 및 트레일러 제조업,88.37 ,87.83 ,87.08 ,85.60 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
우리손에프앤지농업회사법인(주),073560,  농업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,88.18 ,81.90 ,90.36 ,89.61 
우리엔터프라이즈(주),037400,  전기장비 제조업,82.07 ,81.13 ,83.54 ,85.03 ,85.91 ,85.84 ,73.61 ,72.31 ,70.86 
우리이앤엘(주),153490,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",#DIV/0!,#DIV/0!,97.35 ,88.49 ,86.52 ,84.21 ,83.99 ,84.17 ,87.25 
우림피티에스(주),101170,  기타 기계 및 장비 제조업,78.30 ,78.55 ,82.76 ,80.28 ,83.51 ,83.42 ,89.71 ,85.34 ,87.39 
우수AMS(주),066590,  자동차 및 트레일러 제조업,94.16 ,93.05 ,92.32 ,92.14 ,91.61 ,90.89 ,91.30 ,90.79 ,90.63 
우원개발(주),046940,  전문직별 공사업,93.00 ,94.85 ,96.59 ,95.84 ,94.97 ,95.23 ,93.58 ,91.06 ,92.73 
우진비앤지(주),018620,  의료용 물질 및 의약품 제조업,67.91 ,66.63 ,68.41 ,64.48 ,72.08 ,72.35 ,77.85 ,93.98 ,72.80 
원텍(주),336570,  기타금융업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!
원풍물산(주),008290,"  의복, 의복 액세서리 및 모피제품 제조업",40.44 ,38.94 ,37.54 ,39.15 ,34.37 ,37.58 ,38.31 ,37.93 ,39.27 
웰바이오텍(주),010600,  도매 및 상품 중개업,88.73 ,89.20 ,90.68 ,91.40 ,91.76 ,91.78 ,89.84 ,88.80 ,86.49 
웹케시(주),053580,  출판업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!,#DIV/0!,0.00 ,0.00 
위즈코프(주),038620,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",70.38 ,71.76 ,67.04 ,66.55 ,69.04 ,72.57 ,72.33 ,73.76 ,73.83 
윈텍(주),320000,  기타금융업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!
윙입푸드홀딩스,900340,  전문 서비스업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!
유네코(주),064510,  기타 기계 및 장비 제조업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!,#DIV/0!,96.11 ,82.10 
유니셈(주),036200,  기타 기계 및 장비 제조업,77.56 ,78.90 ,77.29 ,77.35 ,71.11 ,67.86 ,68.14 ,68.00 ,61.30 
유니슨(주),018000,  금속가공제품 제조업; 기계 및 가구 제외,96.31 ,88.27 ,129.28 ,84.63 ,86.86 ,87.67 ,82.74 ,88.95 ,98.04 
유니온머티리얼(주),047400,  비금속 광물제품 제조업,76.37 ,78.81 ,78.73 ,81.38 ,80.14 ,79.39 ,85.29 ,86.97 ,83.74 
유니퀘스트(주),077500,  도매 및 상품 중개업,89.87 ,88.98 ,89.73 ,89.54 ,90.86 ,90.84 ,90.80 ,89.42 ,90.38 
유비벨록스(주),089850,  출판업,66.53 ,70.29 ,75.80 ,77.98 ,83.51 ,76.41 ,74.52 ,77.48 ,76.85 
유성기업(주),002920,  자동차 및 트레일러 제조업,96.49 ,94.26 ,96.58 ,97.13 ,99.29 ,99.10 ,99.02 ,100.04 ,97.72 
유아이엘(주),049520,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",95.75 ,86.75 ,88.85 ,90.45 ,94.19 ,96.55 ,93.16 ,97.43 ,98.94 
유엔젤(주),072130,  정보서비스업,62.01 ,62.63 ,61.15 ,66.93 ,58.78 ,61.03 ,58.21 ,56.80 ,61.12 
유진기업(주),023410,  비금속 광물제품 제조업,91.14 ,89.16 ,84.51 ,84.95 ,85.24 ,80.68 ,83.27 ,84.70 ,87.45 
율촌화학(주),008730,  고무 및 플라스틱제품 제조업,86.70 ,85.79 ,84.85 ,89.28 ,85.97 ,85.72 ,84.28 ,88.41 ,86.55 
이건산업(주),008250,  목재 및 나무제품 제조업; 가구 제외,87.48 ,88.94 ,87.04 ,88.10 ,88.59 ,88.84 ,90.14 ,93.40 ,90.59 
이구산업(주),025820,  1차 금속 제조업,95.17 ,100.36 ,101.40 ,95.78 ,101.64 ,92.40 ,91.12 ,97.66 ,97.47 
이노시스(주),056090,"  의료, 정밀, 광학기기 및 시계 제조업",#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,35.53 ,46.12 ,70.67 ,66.95 ,53.71 
이니텍(주),053350,  출판업,65.20 ,69.66 ,71.73 ,69.46 ,75.82 ,78.07 ,82.43 ,83.90 ,81.68 
이스트아시아홀딩스인베스트먼트리미티드,900110,  전문 서비스업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!
이엠코리아(주),095190,  기타 기계 및 장비 제조업,82.23 ,89.59 ,90.12 ,90.75 ,91.06 ,97.01 ,87.69 ,89.20 ,99.11 
이연제약(주),102460,  의료용 물질 및 의약품 제조업,36.30 ,41.12 ,42.12 ,43.43 ,41.50 ,42.29 ,42.46 ,44.29 ,43.55 
이원다이애그노믹스(주),245620,  연구개발업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!,#DIV/0!,93.26 ,99.55 
이원컴포텍(주),088290,  자동차 및 트레일러 제조업,89.14 ,90.26 ,102.62 ,93.58 ,93.59 ,105.12 ,98.86 ,92.23 ,92.86 
이지케어텍(주),099750,  출판업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!,#DIV/0!,0.00 ,81.40 
이트론(주),096040,  출판업,92.37 ,61.69 ,76.89 ,78.44 ,93.31 ,92.54 ,87.74 ,94.14 ,90.78 
이화공영(주),001840,  종합 건설업,91.53 ,93.25 ,94.62 ,95.19 ,93.33 ,94.85 ,95.62 ,96.38 ,94.81 
이화산업(주),000760,  도매 및 상품 중개업,85.21 ,86.62 ,85.23 ,84.83 ,85.52 ,86.53 ,85.19 ,85.43 ,88.30 
이화전기공업(주),024810,  전기장비 제조업,79.91 ,86.39 ,83.68 ,94.64 ,81.90 ,81.49 ,79.96 ,88.28 ,84.26 
인베니아(주),079950,  기타 기계 및 장비 제조업,82.77 ,104.86 ,79.02 ,86.50 ,76.48 ,86.41 ,86.61 ,85.56 ,84.87 
인선이엔티(주),060150,"  폐기물 수집, 운반, 처리 및 원료 재생업",72.51 ,74.45 ,73.13 ,76.52 ,69.78 ,64.75 ,68.20 ,68.46 ,64.95 
인지컨트롤스(주),023800,  자동차 및 트레일러 제조업,92.26 ,91.38 ,90.67 ,90.77 ,90.77 ,89.34 ,90.32 ,89.22 ,88.35 
인천도시가스(주),034590,"  전기, 가스, 증기 및 공기조절 공급업",91.91 ,92.39 ,92.38 ,92.52 ,90.92 ,87.83 ,87.22 ,87.65 ,87.92 
인크로스(주),216050,  전문 서비스업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,59.36 ,59.38 ,51.72 ,44.64 
인탑스(주),049070,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",89.21 ,91.02 ,92.95 ,99.03 ,90.22 ,82.82 ,82.04 ,79.38 ,77.08 
인터지스(주),129260,  육상운송 및 파이프라인 운송업,91.05 ,93.08 ,93.46 ,92.00 ,92.10 ,94.01 ,93.91 ,94.66 ,94.22 
인포뱅크(주),039290,  출판업,87.71 ,83.71 ,87.14 ,85.64 ,82.76 ,85.52 ,84.02 ,82.92 ,83.45 
인화정공(주),101930,  기타 운송장비 제조업,78.41 ,84.64 ,87.84 ,90.10 ,92.39 ,96.91 ,102.31 ,97.87 ,91.51 
일동제약(주),249420,  의료용 물질 및 의약품 제조업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,51.68 ,50.92 ,49.42 ,55.17 
일동홀딩스(주),000230,  의료용 물질 및 의약품 제조업,41.73 ,46.21 ,47.31 ,49.79 ,49.17 ,31.89 ,0.00 ,0.00 ,0.00 
일성건설(주),013360,  종합 건설업,91.93 ,99.27 ,93.37 ,108.11 ,91.53 ,91.55 ,92.32 ,92.09 ,93.17 
일성신약(주),003120,  의료용 물질 및 의약품 제조업,64.13 ,72.44 ,66.43 ,66.07 ,64.11 ,62.96 ,60.85 ,63.35 ,62.48 
일신방직(주),003200,  섬유제품 제조업; 의복제외,101.90 ,102.69 ,91.10 ,95.44 ,92.75 ,92.59 ,95.51 ,94.19 ,96.90 
일양약품(주),007570,  의료용 물질 및 의약품 제조업,57.76 ,59.71 ,61.20 ,58.94 ,68.43 ,65.60 ,62.90 ,66.12 ,63.03 
일정실업(주),008500,  섬유제품 제조업; 의복제외,92.91 ,86.69 ,88.68 ,84.22 ,80.98 ,80.18 ,90.86 ,97.45 ,111.17 
일진다이아몬드(주),081000,  화학물질 및 화학제품 제조업; 의약품 제외,69.36 ,77.12 ,76.06 ,74.61 ,73.89 ,80.89 ,77.34 ,75.07 ,83.57 
일진디스플레이(주),020760,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",84.73 ,84.58 ,87.15 ,90.32 ,97.08 ,109.32 ,85.50 ,92.90 ,114.95 
일진머티리얼즈(주),020150,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",90.73 ,95.50 ,93.76 ,92.88 ,91.50 ,84.09 ,76.21 ,79.68 ,81.47 
일진전기(주),103590,  전기장비 제조업,91.39 ,92.37 ,90.45 ,87.60 ,89.49 ,89.44 ,90.29 ,91.16 ,90.93 
일진홀딩스(주),015860,  전문 서비스업,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
잉글우드랩(주),950140,  전문 서비스업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!,83.33 ,81.27 ,78.55 
자이글(주),234920,  전기장비 제조업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,26.06 ,28.10 ,30.26 ,39.21 
자이에스앤디(주),317400,  부동산업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!,#DIV/0!,0.00 ,89.61 
자화전자(주),033240,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",84.37 ,79.95 ,80.33 ,80.51 ,79.56 ,78.31 ,85.51 ,87.96 ,85.22 
재영솔루텍(주),049630,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",86.27 ,88.98 ,90.99 ,87.69 ,88.50 ,90.59 ,99.24 ,90.48 ,82.11 
전방(주),000950,  섬유제품 제조업; 의복제외,105.98 ,106.16 ,93.95 ,101.06 ,101.60 ,102.58 ,105.44 ,101.73 ,115.92 
전진바이오팜(주),110020,  화학물질 및 화학제품 제조업; 의약품 제외,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!,#DIV/0!,90.39 ,47.16 
제너셈(주),217190,  기타 기계 및 장비 제조업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,63.62 ,74.57 ,84.51 ,88.77 ,64.36 
제룡산업(주),147830,  금속가공제품 제조업; 기계 및 가구 제외,#DIV/0!,76.95 ,75.60 ,77.17 ,68.16 ,67.56 ,75.88 ,75.19 ,76.24 
제룡전기(주),033100,  전기장비 제조업,88.79 ,88.04 ,82.41 ,81.06 ,84.13 ,95.94 ,88.71 ,80.14 ,77.66 
제이더블유생명과학(주),234080,  의료용 물질 및 의약품 제조업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,75.63 ,75.07 ,74.99 ,71.55 
제이더블유신약(주),067290,  금속가공제품 제조업; 기계 및 가구 제외,47.47 ,48.08 ,46.65 ,43.45 ,40.41 ,40.24 ,46.19 ,47.77 ,48.25 
제이더블유중외제약(주),001060,  의료용 물질 및 의약품 제조업,65.66 ,67.52 ,63.35 ,63.35 ,63.02 ,62.92 ,62.49 ,63.32 ,68.43 
제이더블유홀딩스(주),096760,  전문 서비스업,65.23 ,65.78 ,70.67 ,63.89 ,58.27 ,53.62 ,56.43 ,28.05 ,49.98 
제이스코홀딩스(주),023440,  1차 금속 제조업,91.06 ,115.20 ,109.74 ,98.81 ,103.39 ,91.81 ,89.56 ,91.17 ,104.76 
제이씨케미칼(주),137950,  화학물질 및 화학제품 제조업; 의약품 제외,89.76 ,94.60 ,92.05 ,92.88 ,89.04 ,82.41 ,88.27 ,87.68 ,87.22 
제이씨현시스템(주),033320,  도매 및 상품 중개업,88.51 ,90.27 ,89.68 ,89.96 ,90.80 ,89.45 ,90.00 ,90.35 ,92.22 
제이엔케이히터(주),126880,  기타 기계 및 장비 제조업,83.98 ,88.69 ,89.25 ,91.86 ,87.27 ,90.69 ,87.68 ,89.36 ,88.35 
제이엠아이(주),033050,  인쇄 및 기록매체 복제업,85.74 ,89.35 ,105.29 ,77.89 ,82.32 ,70.09 ,62.81 ,77.41 ,75.96 
제이엠티(주),094970,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",92.53 ,91.90 ,90.88 ,91.30 ,95.58 ,94.44 ,94.74 ,92.57 ,89.22 
제이준코스메틱(주),025620,"  가죽, 가방 및 신발 제조업",111.49 ,105.16 ,131.22 ,305.56 ,162.52 ,66.29 ,48.13 ,51.69 ,102.12 
제일약품(주),271980,  의료용 물질 및 의약품 제조업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!,79.27 ,77.89 ,77.37 
제일연마공업(주),001560,  비금속 광물제품 제조업,81.03 ,81.40 ,84.80 ,81.44 ,86.33 ,85.69 ,84.41 ,83.98 ,84.18 
제일파마홀딩스(주),002620,  의료용 물질 및 의약품 제조업,71.23 ,74.75 ,75.79 ,74.87 ,76.42 ,78.13 ,0.00 ,0.00 ,0.00 
조광아이엘아이(주),044060,  기타 기계 및 장비 제조업,63.52 ,68.50 ,66.58 ,57.75 ,53.77 ,57.54 ,51.23 ,53.64 ,57.97 
조광페인트(주),004910,  화학물질 및 화학제품 제조업; 의약품 제외,85.98 ,84.92 ,83.48 ,80.18 ,78.65 ,78.29 ,83.50 ,85.45 ,85.49 
조광피혁(주),004700,"  가죽, 가방 및 신발 제조업",90.40 ,93.00 ,88.64 ,90.23 ,90.21 ,80.29 ,80.32 ,82.28 ,76.11 
조선내화(주),000480,  비금속 광물제품 제조업,86.04 ,85.70 ,86.34 ,84.67 ,87.22 ,85.94 ,93.36 ,85.87 ,87.86 
조선선재(주),120030,  금속가공제품 제조업; 기계 및 가구 제외,75.88 ,79.07 ,76.39 ,69.62 ,64.93 ,64.32 ,64.40 ,68.33 ,68.37 
조아제약(주),034940,  의료용 물질 및 의약품 제조업,45.92 ,48.11 ,47.11 ,52.99 ,51.55 ,52.63 ,52.46 ,54.69 ,56.42 
조일알미늄(주),018470,  1차 금속 제조업,93.92 ,95.34 ,95.82 ,97.80 ,98.12 ,96.48 ,96.29 ,99.26 ,100.46 
주성엔지니어링(주),036930,  기타 기계 및 장비 제조업,69.80 ,76.89 ,63.90 ,61.96 ,56.61 ,59.20 ,57.75 ,56.27 ,57.56 
줌인터넷(주),239340,  기타금융업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!,#DIV/0!,0.00 ,0.00 
지나인제약(주),078650,"  의료, 정밀, 광학기기 및 시계 제조업",95.20 ,86.50 ,83.13 ,100.07 ,96.19 ,99.19 ,102.74 ,84.18 ,89.18 
지니언스(주),263860,  출판업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!,38.61 ,39.03 ,41.05 
지더블유바이텍(주),036180,  도매 및 상품 중개업,71.80 ,82.30 ,73.81 ,72.66 ,73.39 ,75.00 ,76.06 ,77.12 ,79.50 
지에스건설(주),006360,  종합 건설업,89.03 ,92.61 ,107.44 ,96.14 ,94.51 ,93.18 ,92.35 ,87.31 ,86.74 
지에이치신소재(주),130500,  섬유제품 제조업; 의복제외,#DIV/0!,#DIV/0!,86.51 ,88.05 ,87.93 ,85.83 ,87.82 ,92.82 ,90.57 
지엔원에너지(주),270520,  기타금융업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!
지엘팜텍(주),204840,  기타금융업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,102.18 ,152.44 ,72.65 ,55.61 
지엠비코리아(주),013870,  자동차 및 트레일러 제조업,#DIV/0!,86.44 ,86.54 ,86.31 ,86.93 ,87.26 ,87.51 ,88.38 ,88.19 
진양산업(주),003780,  고무 및 플라스틱제품 제조업,76.06 ,77.77 ,77.60 ,75.59 ,72.56 ,76.12 ,84.79 ,86.22 ,80.60 
진양제약(주),007370,  의료용 물질 및 의약품 제조업,43.23 ,41.07 ,40.18 ,38.09 ,44.41 ,52.17 ,47.30 ,44.97 ,49.18 
진양폴리우레탄(주),010640,  화학물질 및 화학제품 제조업; 의약품 제외,78.52 ,81.77 ,82.32 ,82.78 ,85.03 ,87.35 ,92.44 ,87.02 ,79.59 
진양화학(주),051630,  고무 및 플라스틱제품 제조업,87.97 ,85.87 ,83.57 ,83.85 ,85.16 ,86.28 ,89.21 ,89.53 ,94.91 
진원생명과학(주),011000,  섬유제품 제조업; 의복제외,92.09 ,90.85 ,86.65 ,91.38 ,92.37 ,91.68 ,92.68 ,92.09 ,93.48 
진흥기업(주),002780,  종합 건설업,94.29 ,94.55 ,94.89 ,92.22 ,93.99 ,89.25 ,89.88 ,91.78 ,91.82 
차이나크리스탈신소재홀딩스,900250,  사업지원 서비스업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!
참엔지니어링(주),009310,  기타 기계 및 장비 제조업,78.05 ,90.00 ,80.02 ,85.42 ,73.35 ,71.11 ,80.02 ,74.34 ,86.33 
참존글로벌(주),158310,  기타 기계 및 장비 제조업,#DIV/0!,#DIV/0!,71.73 ,80.80 ,157.07 ,107.28 ,73.13 ,69.32 ,87.52 
참좋은여행(주),094850,  도매 및 상품 중개업,64.35 ,59.71 ,53.63 ,46.10 ,43.79 ,33.88 ,2.68 ,15.47 ,0.00 
카페24(주),042000,  정보서비스업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!,#DIV/0!,0.00 ,0.00 
커머스마이너 (주),223310,  출판업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,84.09 ,91.33 ,108.72 ,90.07 ,75.55 
컨버즈(주),109070,"  펄프, 종이 및 종이제품 제조업",100.38 ,100.96 ,98.97 ,98.60 ,101.47 ,107.85 ,104.34 ,105.12 ,99.23 
컬러레이홀딩스,900310,  전문 서비스업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!
케이디켐(주),221980,  화학물질 및 화학제품 제조업; 의약품 제외,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,72.96 ,72.33 ,74.42 ,73.62 ,74.58 
케이만금세기차륜집단유한공사,900280,  기타 기계 및 장비 제조업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!
케이비아이동국실업(주),001620,  자동차 및 트레일러 제조업,92.80 ,91.10 ,92.95 ,98.19 ,94.21 ,93.30 ,95.37 ,94.99 ,95.16 
케이비아이메탈(주),024840,  전기장비 제조업,97.45 ,97.30 ,97.93 ,98.87 ,98.68 ,95.87 ,94.49 ,97.29 ,96.49 
케이씨그린홀딩스(주),009440,  전문 서비스업,0.00 ,3.08 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
케이씨코트렐(주),119650,  기타 기계 및 장비 제조업,87.91 ,89.31 ,91.96 ,95.53 ,96.70 ,88.19 ,88.01 ,84.61 ,88.36 
케이알모터스(주),000040,  기타 운송장비 제조업,89.19 ,93.77 ,93.27 ,99.07 ,98.14 ,93.32 ,150.04 ,108.29 ,115.06 
케이에이치건설(주),226360,  기타금융업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!,59.95 ,67.54 ,60.98 
